Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
Canonical Pathways,11,M295,SIG PIP3 SIGNALING IN CARDIAC MYOCTES,,-3,5.2,4.6,27994,67,483,6,1.2,0.5,598|2151|2810|3484|4609|5063,BCL2L1|F2RL2|SFN|IGFBP1|MYC|PAK3,-1.1,0.1 uM
KEGG Pathway,24,hsa00830,Retinol metabolism,,-3,5.2,4.6,27994,67,483,6,1.2,0.5,216|1579|7365|10720|284541|728635,ALDH1A1|CYP4A11|UGT2B10|UGT2B11|CYP4A22|DHRS4L1,-1.1,0.1 uM
Reactome Gene Sets,6,R-HSA-6804756,Regulation of TP53 Activity through Phosphorylation,,-3,4.4,4.3,27994,92,483,7,1.4,0.54,580|672|4194|6873|7157|8148|144715,BARD1|BRCA1|MDM4|TAF2|TP53|TAF15|RAD9B,-1.1,0.1 uM
Reactome Gene Sets,6,R-HSA-114508,Effects of PIP2 hydrolysis,,-3,8.6,5.2,27994,27,483,4,0.83,0.41,3708|3709|10125|221955,ITPR1|ITPR2|RASGRP1|DAGLB,-1,0.1 uM
KEGG Pathway,24,hsa05200,Pathways in cancer,,-2.9,2.1,3.6,27994,575,483,21,4.3,0.93,330|598|1163|2791|2946|2948|3449|3460|3568|3576|3717|3912|4609|4851|5371|6256|6608|7076|7157|9475|10125,BIRC3|BCL2L1|CKS1B|GNG11|GSTM2|GSTM4|IFNA16|IFNGR2|IL5RA|CXCL8|JAK2|LAMB1|MYC|NOTCH1|PML|RXRA|SMO|TIMP1|TP53|ROCK2|RASGRP1,-1,0.1 uM
GO Biological Processes,19,GO:0045088,regulation of innate immune response,19_GO:0002376 immune system process,-2.9,2.3,3.6,27994,459,483,18,3.7,0.86,330|409|1520|2319|3329|3460|3717|3965|4214|5063|7376|10125|10695|11326|23643|51311|149628|574473,BIRC3|ARRB2|CTSS|FLOT2|HSPD1|IFNGR2|JAK2|LGALS9|MAP3K1|PAK3|NR1H2|RASGRP1|CNPY3|VSIG4|LY96|TLR8|PYHIN1|MIR520B,-1,0.1 uM
GO Biological Processes,19,GO:0045814,"negative regulation of gene expression, epigenetic",19_GO:0048519 negative regulation of biological process,-2.9,3.5,4.1,27994,149,483,9,1.9,0.62,3012|3070|8329|8364|8365|8367|8467|85235|317772,H2AC8|HELLS|H2AC13|H4C3|H4C8|H4C5|SMARCA5|H2AC12|H2AC21,-1,0.1 uM
Reactome Gene Sets,6,R-HSA-3214815,HDACs deacetylate histones,,-2.9,4.3,4.3,27994,94,483,7,1.4,0.54,3012|8329|8364|8365|8367|85235|317772,H2AC8|H2AC13|H4C3|H4C8|H4C5|H2AC12|H2AC21,-1,0.1 uM
Canonical Pathways,11,M183,PID IL6 7 PATHWAY,,-2.9,6.2,4.7,27994,47,483,5,1,0.46,598|3717|4609|7076|10401,BCL2L1|JAK2|MYC|TIMP1|PIAS3,-1,0.1 uM
Reactome Gene Sets,6,R-HSA-1679131,Trafficking and processing of endosomal TLR,,-2.9,13,5.9,27994,13,483,3,0.62,0.36,1520|10695|51311,CTSS|CNPY3|TLR8,-1,0.1 uM
Reactome Gene Sets,6,R-HSA-3108232,SUMO E3 ligases SUMOylate target proteins,,-2.9,3.2,3.9,27994,182,483,10,2.1,0.65,672|5371|6256|7157|7376|8364|8365|8367|10401|54780,BRCA1|PML|RXRA|TP53|NR1H2|H4C3|H4C8|H4C5|PIAS3|NSMCE4A,-1,0.1 uM
KEGG Pathway,24,hsa00982,Drug metabolism - cytochrome P450,,-2.9,5,4.4,27994,70,483,6,1.2,0.5,1565|1571|2946|2948|7365|10720,CYP2D6|CYP2E1|GSTM2|GSTM4|UGT2B10|UGT2B11,-1,0.1 uM
Canonical Pathways,11,M167,PID AP1 PATHWAY,,-2.9,5,4.4,27994,70,483,6,1.2,0.5,1997|3576|4609|7076|7157|9988,ELF1|CXCL8|MYC|TIMP1|TP53|DMTF1,-1,0.1 uM
KEGG Pathway,24,ko00982,Drug metabolism - cytochrome P450,,-2.9,5,4.4,27994,70,483,6,1.2,0.5,1565|1571|2946|2948|7365|10720,CYP2D6|CYP2E1|GSTM2|GSTM4|UGT2B10|UGT2B11,-1,0.1 uM
GO Biological Processes,19,GO:0061351,neural precursor cell proliferation,19_GO:0008283 cell proliferation,-2.9,3.4,4,27994,152,483,9,1.9,0.62,728|4673|4851|6567|6608|7157|9181|84376|221955,C5AR1|NAP1L1|NOTCH1|SLC16A2|SMO|TP53|ARHGEF2|HOOK3|DAGLB,-1,0.1 uM
KEGG Pathway,24,hsa03440,Homologous recombination,,-2.9,6,4.6,27994,48,483,5,1,0.46,580|672|5425|10714|25885,BARD1|BRCA1|POLD2|POLD3|POLR1A,-1,0.1 uM
GO Biological Processes,19,GO:0019216,regulation of lipid metabolic process,19_GO:0050789 regulation of biological process,-2.8,2.3,3.6,27994,431,483,17,3.5,0.84,123|672|1081|1579|3357|3490|6256|6713|7376|8439|9306|29103|60481|79602|85414|221955|100302288,PLIN2|BRCA1|CGA|CYP4A11|HTR2B|IGFBP7|RXRA|SQLE|NR1H2|NSMAF|SOCS6|DNAJC15|ELOVL5|ADIPOR2|SLC45A3|DAGLB|MIR548P,-1,0.1 uM
KEGG Pathway,24,hsa04621,NOD-like receptor signaling pathway,,-2.8,3.1,3.8,27994,186,483,10,2.1,0.65,330|598|3449|3576|3708|3709|54822|55054|56919|388646,BIRC3|BCL2L1|IFNA16|CXCL8|ITPR1|ITPR2|TRPM7|ATG16L1|DHX33|GBP7,-1,0.1 uM
GO Biological Processes,19,GO:0006631,fatty acid metabolic process,19_GO:0008152 metabolic process,-2.8,2.3,3.6,27994,396,483,16,3.3,0.81,672|1565|1571|1579|2946|2948|7376|55902|60481|79602|80724|85414|200879|221955|284541|100302288,BRCA1|CYP2D6|CYP2E1|CYP4A11|GSTM2|GSTM4|NR1H2|ACSS2|ELOVL5|ADIPOR2|ACAD10|SLC45A3|LIPH|DAGLB|CYP4A22|MIR548P,-1,0.1 uM
KEGG Pathway,24,ko04630,Jak-STAT signaling pathway,,-2.8,3.3,3.9,27994,156,483,9,1.9,0.62,598|3449|3460|3568|3717|4609|9180|9306|10401,BCL2L1|IFNA16|IFNGR2|IL5RA|JAK2|MYC|OSMR|SOCS6|PIAS3,-1,0.1 uM
KEGG Pathway,24,hsa01524,Platinum drug resistance,,-2.8,4.8,4.3,27994,73,483,6,1.2,0.5,330|598|672|2946|2948|7157,BIRC3|BCL2L1|BRCA1|GSTM2|GSTM4|TP53,-1,0.1 uM
KEGG Pathway,24,ko01524,Platinum drug resistance,,-2.8,4.8,4.3,27994,73,483,6,1.2,0.5,330|598|672|2946|2948|7157,BIRC3|BCL2L1|BRCA1|GSTM2|GSTM4|TP53,-1,0.1 uM
KEGG Pathway,24,hsa05222,Small cell lung cancer,,-2.8,4.1,4.1,27994,99,483,7,1.4,0.54,330|598|1163|3912|4609|6256|7157,BIRC3|BCL2L1|CKS1B|LAMB1|MYC|RXRA|TP53,-0.99,0.1 uM
Reactome Gene Sets,6,R-HSA-2990846,SUMOylation,,-2.8,3.1,3.8,27994,188,483,10,2.1,0.65,672|5371|6256|7157|7376|8364|8365|8367|10401|54780,BRCA1|PML|RXRA|TP53|NR1H2|H4C3|H4C8|H4C5|PIAS3|NSMCE4A,-0.99,0.1 uM
GO Biological Processes,19,GO:0035066,positive regulation of histone acetylation,19_GO:0048518 positive regulation of biological process,-2.8,7.7,4.9,27994,30,483,4,0.83,0.41,672|2648|23558|84656,BRCA1|KAT2A|WBP2|GLYR1,-0.99,0.1 uM
Reactome Gene Sets,6,R-HSA-606279,Deposition of new CENPA-containing nucleosomes at the centromere,,-2.8,4.7,4.2,27994,74,483,6,1.2,0.5,2491|3012|8364|8365|8367|8467,CENPI|H2AC8|H4C3|H4C8|H4C5|SMARCA5,-0.99,0.1 uM
KEGG Pathway,24,ko00980,Metabolism of xenobiotics by cytochrome P450,,-2.8,4.7,4.2,27994,74,483,6,1.2,0.5,1565|1571|2946|2948|7365|10720,CYP2D6|CYP2E1|GSTM2|GSTM4|UGT2B10|UGT2B11,-0.99,0.1 uM
Reactome Gene Sets,6,R-HSA-774815,Nucleosome assembly,,-2.8,4.7,4.2,27994,74,483,6,1.2,0.5,2491|3012|8364|8365|8367|8467,CENPI|H2AC8|H4C3|H4C8|H4C5|SMARCA5,-0.99,0.1 uM
Reactome Gene Sets,6,R-HSA-3700989,Transcriptional Regulation by TP53,,-2.7,2.4,3.5,27994,364,483,15,3.1,0.79,580|672|1351|2810|4194|5305|5371|6446|6873|7157|8148|10128|27161|64121|144715,BARD1|BRCA1|COX8A|SFN|MDM4|PIP4K2A|PML|SGK1|TAF2|TP53|TAF15|LRPPRC|AGO2|RRAGC|RAD9B,-0.98,0.1 uM
Canonical Pathways,11,M45,PID CD40 PATHWAY,,-2.7,7.5,4.8,27994,31,483,4,0.83,0.41,330|598|4214|4609,BIRC3|BCL2L1|MAP3K1|MYC,-0.96,0.1 uM
Reactome Gene Sets,6,R-HSA-5689603,UCH proteinases,,-2.7,4,4,27994,102,483,7,1.4,0.54,580|3012|4092|8329|85235|171023|317772,BARD1|H2AC8|SMAD7|H2AC13|H2AC12|ASXL1|H2AC21,-0.95,0.1 uM
GO Biological Processes,19,GO:0000723,telomere maintenance,19_GO:0071840 cellular component organization or biogenesis,-2.7,3.2,3.8,27994,161,483,9,1.9,0.62,4609|5371|5425|8364|8365|8367|10714|23049|54464,MYC|PML|POLD2|H4C3|H4C8|H4C5|POLD3|SMG1|XRN1,-0.95,0.1 uM
GO Biological Processes,19,GO:0003179,heart valve morphogenesis,19_GO:0032502 developmental process,-2.7,5.6,4.4,27994,52,483,5,1,0.46,4194|4851|9353|9475|56999,MDM4|NOTCH1|SLIT2|ROCK2|ADAMTS9,-0.95,0.1 uM
KEGG Pathway,24,hsa00980,Metabolism of xenobiotics by cytochrome P450,,-2.7,4.6,4.1,27994,76,483,6,1.2,0.5,1565|1571|2946|2948|7365|10720,CYP2D6|CYP2E1|GSTM2|GSTM4|UGT2B10|UGT2B11,-0.95,0.1 uM
Reactome Gene Sets,6,R-HSA-5693567,HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA),,-2.7,3.5,3.8,27994,132,483,8,1.7,0.58,580|672|5425|8364|8365|8367|10714|144715,BARD1|BRCA1|POLD2|H4C3|H4C8|H4C5|POLD3|RAD9B,-0.94,0.1 uM
GO Biological Processes,19,GO:0002673,regulation of acute inflammatory response,19_GO:0050896 response to stimulus,-2.7,3.2,3.7,27994,163,483,9,1.9,0.62,325|728|732|735|3080|6863|9180|11326|574473,APCS|C5AR1|C8B|C9|CFHR2|TAC1|OSMR|VSIG4|MIR520B,-0.94,0.1 uM
GO Biological Processes,19,GO:0006336,DNA replication-independent nucleosome assembly,19_GO:0071840 cellular component organization or biogenesis,-2.7,5.5,4.3,27994,53,483,5,1,0.46,2491|8364|8365|8367|8467,CENPI|H4C3|H4C8|H4C5|SMARCA5,-0.94,0.1 uM
Reactome Gene Sets,6,R-HSA-1640170,Cell Cycle,,-2.6,1.9,3.3,27994,692,483,23,4.8,0.97,580|672|701|1163|2491|2810|3012|3717|4194|4609|5425|7157|7444|8364|8365|8367|8467|10714|11004|23047|79003|119504|144715,BARD1|BRCA1|BUB1B|CKS1B|CENPI|SFN|H2AC8|JAK2|MDM4|MYC|POLD2|TP53|VRK2|H4C3|H4C8|H4C5|SMARCA5|POLD3|KIF2C|PDS5B|MIS12|ANAPC16|RAD9B,-0.92,0.1 uM
GO Biological Processes,19,GO:0034724,DNA replication-independent nucleosome organization,19_GO:0071840 cellular component organization or biogenesis,-2.6,5.4,4.3,27994,54,483,5,1,0.46,2491|8364|8365|8367|8467,CENPI|H4C3|H4C8|H4C5|SMARCA5,-0.92,0.1 uM
GO Biological Processes,19,GO:2000758,positive regulation of peptidyl-lysine acetylation,19_GO:0048518 positive regulation of biological process,-2.6,7,4.6,27994,33,483,4,0.83,0.41,672|2648|23558|84656,BRCA1|KAT2A|WBP2|GLYR1,-0.91,0.1 uM
GO Biological Processes,19,GO:0048384,retinoic acid receptor signaling pathway,19_GO:0023052 signaling,-2.6,7,4.6,27994,33,483,4,0.83,0.41,5371|6256|7376|171023,PML|RXRA|NR1H2|ASXL1,-0.91,0.1 uM
Reactome Gene Sets,6,R-HSA-9609690,HCMV Early Events,,-2.6,3.4,3.8,27994,135,483,8,1.7,0.58,3012|5371|8329|8364|8365|8367|85235|317772,H2AC8|PML|H2AC13|H4C3|H4C8|H4C5|H2AC12|H2AC21,-0.91,0.1 uM
Reactome Gene Sets,6,R-HSA-5250913,Positive epigenetic regulation of rRNA expression,,-2.6,3.8,3.9,27994,106,483,7,1.4,0.54,2648|3012|8364|8365|8367|8467|25885,KAT2A|H2AC8|H4C3|H4C8|H4C5|SMARCA5|POLR1A,-0.91,0.1 uM
GO Biological Processes,19,GO:0002683,negative regulation of immune system process,19_GO:0002376 immune system process,-2.6,2.1,3.3,27994,492,483,18,3.7,0.86,325|409|1997|3965|4092|4609|4851|5495|7376|8364|8365|8367|9306|9353|10401|11326|23643|57045,APCS|ARRB2|ELF1|LGALS9|SMAD7|MYC|NOTCH1|PPM1B|NR1H2|H4C3|H4C8|H4C5|SOCS6|SLIT2|PIAS3|VSIG4|LY96|TWSG1,-0.91,0.1 uM
GO Biological Processes,19,GO:0006412,translation,19_GO:0008152 metabolic process,-2.6,1.9,3.2,27994,739,483,24,5,0.99,327|2872|6143|6160|6227|6256|9475|10128|11222|27161|29093|29118|54464|54517|56919|57176|79072|79731|84881|116496|406893|406990|574473|574476,APEH|MKNK2|RPL19|RPL31|RPS21|RXRA|ROCK2|LRPPRC|MRPL3|AGO2|MRPL22|DDX25|XRN1|PUS7|DHX33|VARS2|FASTKD3|NARS2|RPUSD4|NIBAN1|MIR101-1|MIR208A|MIR520B|MIR520C,-0.9,0.1 uM
GO Biological Processes,19,GO:0045744,negative regulation of G protein-coupled receptor signaling pathway,19_GO:0048519 negative regulation of biological process,-2.6,5.3,4.2,27994,55,483,5,1,0.46,409|2868|3357|3576|6295,ARRB2|GRK4|HTR2B|CXCL8|SAG,-0.9,0.1 uM
Reactome Gene Sets,6,R-HSA-194315,Signaling by Rho GTPases,,-2.6,2.2,3.3,27994,455,483,17,3.5,0.84,397|701|1742|2491|2810|3012|5063|8364|8365|8367|8826|9181|9475|11004|79003|85360|117289,ARHGDIB|BUB1B|DLG4|CENPI|SFN|H2AC8|PAK3|H4C3|H4C8|H4C5|IQGAP1|ARHGEF2|ROCK2|KIF2C|MIS12|SYDE1|TAGAP,-0.9,0.1 uM
GO Biological Processes,19,GO:0043112,receptor metabolic process,19_GO:0008152 metabolic process,-2.6,2.9,3.6,27994,200,483,10,2.1,0.65,409|928|1742|2868|3357|3576|3577|3717|6295|22943,ARRB2|CD9|DLG4|GRK4|HTR2B|CXCL8|CXCR1|JAK2|SAG|DKK1,-0.9,0.1 uM
KEGG Pathway,24,hsa04217,necroptosis,,-2.6,3.1,3.6,27994,168,483,9,1.9,0.62,330|3012|3449|3460|3717|8329|54822|85235|317772,BIRC3|H2AC8|IFNA16|IFNGR2|JAK2|H2AC13|TRPM7|H2AC12|H2AC21,-0.9,0.1 uM
KEGG Pathway,24,ko04120,Ubiquitin mediated proteolysis,,-2.6,3.4,3.7,27994,137,483,8,1.7,0.58,330|672|1161|4214|5371|7317|10401|23327,BIRC3|BRCA1|ERCC8|MAP3K1|PML|UBA1|PIAS3|NEDD4L,-0.9,0.1 uM
GO Biological Processes,19,GO:0042759,long-chain fatty acid biosynthetic process,19_GO:0008152 metabolic process,-2.6,6.8,4.5,27994,34,483,4,0.83,0.41,1565|1571|2946|2948,CYP2D6|CYP2E1|GSTM2|GSTM4,-0.9,0.1 uM
GO Biological Processes,19,GO:2000036,regulation of stem cell population maintenance,19_GO:0032502 developmental process,-2.6,6.8,4.5,27994,34,483,4,0.83,0.41,2648|4609|6608|23091,KAT2A|MYC|SMO|ZC3H13,-0.9,0.1 uM
GO Biological Processes,19,GO:0071158,positive regulation of cell cycle arrest,19_GO:0048519 negative regulation of biological process,-2.6,4.3,3.9,27994,81,483,6,1.2,0.5,672|2810|4194|5371|7157|51379,BRCA1|SFN|MDM4|PML|TP53|CRLF3,-0.89,0.1 uM
KEGG Pathway,24,hsa04120,Ubiquitin mediated proteolysis,,-2.6,3.4,3.7,27994,138,483,8,1.7,0.58,330|672|1161|4214|5371|7317|10401|23327,BIRC3|BRCA1|ERCC8|MAP3K1|PML|UBA1|PIAS3|NEDD4L,-0.89,0.1 uM
Reactome Gene Sets,6,R-HSA-5693538,Homology Directed Repair,,-2.6,3.4,3.7,27994,138,483,8,1.7,0.58,580|672|5425|8364|8365|8367|10714|144715,BARD1|BRCA1|POLD2|H4C3|H4C8|H4C5|POLD3|RAD9B,-0.89,0.1 uM
Reactome Gene Sets,6,R-HSA-9018677,Biosynthesis of DHA-derived SPMs,,-2.5,10,5,27994,17,483,3,0.62,0.36,1565|1571|2948,CYP2D6|CYP2E1|GSTM4,-0.88,0.1 uM
GO Biological Processes,19,GO:0006978,"DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator",19_GO:0023052 signaling,-2.5,10,5,27994,17,483,3,0.62,0.36,672|7157|149628,BRCA1|TP53|PYHIN1,-0.88,0.1 uM
GO Biological Processes,19,GO:0002221,pattern recognition receptor signaling pathway,19_GO:0002376 immune system process,-2.5,2.8,3.5,27994,205,483,10,2.1,0.65,330|409|1520|2319|3329|3965|4214|10695|23643|51311,BIRC3|ARRB2|CTSS|FLOT2|HSPD1|LGALS9|MAP3K1|CNPY3|LY96|TLR8,-0.86,0.1 uM
GO Biological Processes,19,GO:0071902,positive regulation of protein serine/threonine kinase activity,19_GO:0048518 positive regulation of biological process,-2.5,2.3,3.3,27994,348,483,14,2.9,0.76,728|1163|3357|3717|4214|5063|8826|9175|10125|22943|56034|57214|92335|245711,C5AR1|CKS1B|HTR2B|JAK2|MAP3K1|PAK3|IQGAP1|MAP3K13|RASGRP1|DKK1|PDGFC|CEMIP|STRADA|SPDYA,-0.86,0.1 uM
Reactome Gene Sets,6,R-HSA-73886,Chromosome Maintenance,,-2.5,3.3,3.6,27994,141,483,8,1.7,0.58,2491|3012|5425|8364|8365|8367|8467|10714,CENPI|H2AC8|POLD2|H4C3|H4C8|H4C5|SMARCA5|POLD3,-0.86,0.1 uM
GO Biological Processes,19,GO:0035065,regulation of histone acetylation,19_GO:0071840 cellular component organization or biogenesis,-2.5,5,4,27994,58,483,5,1,0.46,672|2648|23558|84656|90780,BRCA1|KAT2A|WBP2|GLYR1|PYGO2,-0.86,0.1 uM
GO Biological Processes,19,GO:0019369,arachidonic acid metabolic process,19_GO:0008152 metabolic process,-2.5,5,4,27994,58,483,5,1,0.46,1565|1571|1579|221955|284541,CYP2D6|CYP2E1|CYP4A11|DAGLB|CYP4A22,-0.86,0.1 uM
GO Biological Processes,19,GO:0002755,MyD88-dependent toll-like receptor signaling pathway,19_GO:0002376 immune system process,-2.5,6.4,4.3,27994,36,483,4,0.83,0.41,3329|4214|23643|51311,HSPD1|MAP3K1|LY96|TLR8,-0.85,0.1 uM
Canonical Pathways,11,M1315,SIG PIP3 SIGNALING IN B LYMPHOCYTES,,-2.5,6.4,4.3,27994,36,483,4,0.83,0.41,2319|3708|3709|6295,FLOT2|ITPR1|ITPR2|SAG,-0.85,0.1 uM
Reactome Gene Sets,6,R-HSA-2559582,Senescence-Associated Secretory Phenotype (SASP),,-2.5,3.6,3.7,27994,112,483,7,1.4,0.54,3012|3490|3576|8364|8365|8367|119504,H2AC8|IGFBP7|CXCL8|H4C3|H4C8|H4C5|ANAPC16,-0.85,0.1 uM
GO Biological Processes,19,GO:0032200,telomere organization,19_GO:0071840 cellular component organization or biogenesis,-2.5,3,3.5,27994,174,483,9,1.9,0.62,4609|5371|5425|8364|8365|8367|10714|23049|54464,MYC|PML|POLD2|H4C3|H4C8|H4C5|POLD3|SMG1|XRN1,-0.85,0.1 uM
GO Biological Processes,19,GO:0008015,blood circulation,19_GO:0032501 multicellular organismal process,-2.5,2,3.2,27994,548,483,19,3.9,0.88,94|1579|2946|3357|3708|3709|3717|3753|4092|6323|6446|6863|9353|9475|10371|10539|23327|89797|406990,ACVRL1|CYP4A11|GSTM2|HTR2B|ITPR1|ITPR2|JAK2|KCNE1|SMAD7|SCN1A|SGK1|TAC1|SLIT2|ROCK2|SEMA3A|GLRX3|NEDD4L|NAV2|MIR208A,-0.85,0.1 uM
GO Biological Processes,19,GO:0045653,negative regulation of megakaryocyte differentiation,19_GO:0002376 immune system process,-2.5,9.7,4.9,27994,18,483,3,0.62,0.36,8364|8365|8367,H4C3|H4C8|H4C5,-0.85,0.1 uM
GO Biological Processes,19,GO:0042772,"DNA damage response, signal transduction resulting in transcription",19_GO:0023052 signaling,-2.5,9.7,4.9,27994,18,483,3,0.62,0.36,672|7157|149628,BRCA1|TP53|PYHIN1,-0.85,0.1 uM
GO Biological Processes,19,GO:0042984,regulation of amyloid precursor protein biosynthetic process,19_GO:0050789 regulation of biological process,-2.5,9.7,4.9,27994,18,483,3,0.62,0.36,27161|406893|574476,AGO2|MIR101-1|MIR520C,-0.85,0.1 uM
GO Biological Processes,19,GO:0042983,amyloid precursor protein biosynthetic process,19_GO:0008152 metabolic process,-2.5,9.7,4.9,27994,18,483,3,0.62,0.36,27161|406893|574476,AGO2|MIR101-1|MIR520C,-0.85,0.1 uM
GO Biological Processes,19,GO:0043900,regulation of multi-organism process,19_GO:0051704 multi-organism process,-2.5,2.2,3.2,27994,429,483,16,3.3,0.81,325|330|397|3576|3965|4851|5091|5371|5495|6690|7076|23643|27161|55231|55726|85360,APCS|BIRC3|ARHGDIB|CXCL8|LGALS9|NOTCH1|PC|PML|PPM1B|SPINK1|TIMP1|LY96|AGO2|CCDC87|INTS13|SYDE1,-0.84,0.1 uM
GO Biological Processes,19,GO:0043486,histone exchange,19_GO:0071840 cellular component organization or biogenesis,-2.5,4.9,4,27994,59,483,5,1,0.46,2491|8364|8365|8367|8467,CENPI|H4C3|H4C8|H4C5|SMARCA5,-0.84,0.1 uM
GO Biological Processes,19,GO:0042060,wound healing,19_GO:0050896 response to stimulus,-2.4,2,3.1,27994,593,483,20,4.1,0.91,94|325|409|928|2151|2660|3449|3484|3678|3708|3709|3717|4851|7076|7975|23671|23764|51330|55966|79602,ACVRL1|APCS|ARRB2|CD9|F2RL2|MSTN|IFNA16|IGFBP1|ITGA5|ITPR1|ITPR2|JAK2|NOTCH1|TIMP1|MAFK|TMEFF2|MAFF|TNFRSF12A|AJAP1|ADIPOR2,-0.84,0.1 uM
CORUM,33,CORUM:929,CEN complex,,-2.4,6.3,4.2,27994,37,483,4,0.83,0.41,2491|8467|9589|23091,CENPI|SMARCA5|WTAP|ZC3H13,-0.84,0.1 uM
Reactome Gene Sets,6,R-HSA-5628897,TP53 Regulates Metabolic Genes,,-2.4,4,3.7,27994,86,483,6,1.2,0.5,1351|2810|7157|10128|27161|64121,COX8A|SFN|TP53|LRPPRC|AGO2|RRAGC,-0.84,0.1 uM
GO Biological Processes,19,GO:0043043,peptide biosynthetic process,19_GO:0008152 metabolic process,-2.4,1.8,3,27994,764,483,24,5,0.99,327|2872|6143|6160|6227|6256|9475|10128|11222|27161|29093|29118|54464|54517|56919|57176|79072|79731|84881|116496|406893|406990|574473|574476,APEH|MKNK2|RPL19|RPL31|RPS21|RXRA|ROCK2|LRPPRC|MRPL3|AGO2|MRPL22|DDX25|XRN1|PUS7|DHX33|VARS2|FASTKD3|NARS2|RPUSD4|NIBAN1|MIR101-1|MIR208A|MIR520B|MIR520C,-0.83,0.1 uM
GO Biological Processes,19,GO:0043410,positive regulation of MAPK cascade,19_GO:0048518 positive regulation of biological process,-2.4,2,3.1,27994,556,483,19,3.9,0.88,409|728|3357|3717|3965|4214|4851|5063|6014|6364|8826|9175|9475|10125|10174|10371|22943|56034|56919,ARRB2|C5AR1|HTR2B|JAK2|LGALS9|MAP3K1|NOTCH1|PAK3|RIT2|CCL20|IQGAP1|MAP3K13|ROCK2|RASGRP1|SORBS3|SEMA3A|DKK1|PDGFC|DHX33,-0.82,0.1 uM
GO Biological Processes,19,GO:0010561,negative regulation of glycoprotein biosynthetic process,19_GO:0048519 negative regulation of biological process,-2.4,9.2,4.7,27994,19,483,3,0.62,0.36,27161|406893|574476,AGO2|MIR101-1|MIR520C,-0.82,0.1 uM
Reactome Gene Sets,6,R-HSA-9018678,Biosynthesis of specialized proresolving mediators (SPMs),,-2.4,9.2,4.7,27994,19,483,3,0.62,0.36,1565|1571|2948,CYP2D6|CYP2E1|GSTM4,-0.82,0.1 uM
GO Biological Processes,19,GO:1902041,regulation of extrinsic apoptotic signaling pathway via death domain receptors,19_GO:0023052 signaling,-2.4,4.8,3.9,27994,61,483,5,1,0.46,598|672|7227|9181|55179,BCL2L1|BRCA1|TRPS1|ARHGEF2|FAIM,-0.82,0.1 uM
GO Biological Processes,19,GO:0003170,heart valve development,19_GO:0032502 developmental process,-2.4,4.8,3.9,27994,61,483,5,1,0.46,4194|4851|9353|9475|56999,MDM4|NOTCH1|SLIT2|ROCK2|ADAMTS9,-0.82,0.1 uM
Reactome Gene Sets,6,R-HSA-9610379,HCMV Late Events,,-2.4,3.5,3.6,27994,116,483,7,1.4,0.54,3012|8329|8364|8365|8367|85235|317772,H2AC8|H2AC13|H4C3|H4C8|H4C5|H2AC12|H2AC21,-0.82,0.1 uM
Reactome Gene Sets,6,R-HSA-8864260,Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors,,-2.4,6.1,4.2,27994,38,483,4,0.83,0.41,1081|3329|4609|163732,CGA|HSPD1|MYC|CITED4,-0.82,0.1 uM
KEGG Pathway,24,ko05202,Transcriptional misregulation in cancer,,-2.4,2.9,3.4,27994,180,483,9,1.9,0.62,330|598|3576|4609|5371|6256|7157|8148|85414,BIRC3|BCL2L1|CXCL8|MYC|PML|RXRA|TP53|TAF15|SLC45A3,-0.82,0.1 uM
KEGG Pathway,24,ko05034,Alcoholism,,-2.4,2.9,3.4,27994,180,483,9,1.9,0.62,2791|2906|3012|8329|8364|8365|8367|85235|317772,GNG11|GRIN2D|H2AC8|H2AC13|H4C3|H4C8|H4C5|H2AC12|H2AC21,-0.82,0.1 uM
GO Biological Processes,19,GO:1901796,regulation of signal transduction by p53 class mediator,19_GO:0023052 signaling,-2.4,2.9,3.4,27994,180,483,9,1.9,0.62,580|672|4194|5371|6873|7157|8148|144715|149628,BARD1|BRCA1|MDM4|PML|TAF2|TP53|TAF15|RAD9B|PYHIN1,-0.82,0.1 uM
GO Biological Processes,19,GO:0007204,positive regulation of cytosolic calcium ion concentration,19_GO:0065007 biological regulation,-2.4,2.3,3.2,27994,322,483,13,2.7,0.74,728|1742|2151|2906|2946|3357|3577|3708|3709|3717|5371|6863|57214,C5AR1|DLG4|F2RL2|GRIN2D|GSTM2|HTR2B|CXCR1|ITPR1|ITPR2|JAK2|PML|TAC1|CEMIP,-0.82,0.1 uM
GO Biological Processes,19,GO:0060047,heart contraction,19_GO:0032501 multicellular organismal process,-2.4,2.4,3.2,27994,285,483,12,2.5,0.71,2946|3708|3709|3717|3753|4092|6323|6863|10371|10539|23327|406990,GSTM2|ITPR1|ITPR2|JAK2|KCNE1|SMAD7|SCN1A|TAC1|SEMA3A|GLRX3|NEDD4L|MIR208A,-0.82,0.1 uM
