_MEMBER_0.1 uM,_MEMBER_10 uM,_MEMBER_100 uM,_LogP_0.1 uM,_LogP_10 uM,_LogP_100 uM,GO,_PATTERN_,_RANK_,GiniIndex,#GeneInGO,#GeneInGOAndHitList,#GeneInHitList,#TotalGeneInLibrary,%InGO,Category,CategoryID,Description,Enrichment,GeneID,Hits,Log(q-value),LogP,PARENT_GO,STDV %InGO,Z-score,EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
1,0,1,-4.05915782398916,0.0,-3.43064245776772,GO:0008610,M101,2,0,733,88,1961,27994,4.487506374298827,GO Biological Processes,19,lipid biosynthetic process,1.7138233757451757,31|37|221|337|338|634|672|1081|1119|1558|1559|1565|1571|1579|1581|1583|1588|2531|2946|2948|3157|3158|3248|3357|3422|3490|3631|5105|5286|5290|5291|5295|5298|5305|5629|5728|6309|6713|6916|7376|8439|8647|8897|9487|9488|9896|10026|10464|11001|11218|23541|23556|27339|51205|51302|51477|51703|55224|55331|55697|55902|60481|64850|66036|79071|79602|79644|79690|79888|80270|80736|81579|85414|128869|129642|132001|142827|154141|197322|200879|221955|253017|259230|284098|345275|407032|729920|100302288,ACACA|ACADVL|ALDH3B1|APOA4|APOB|CEACAM1|BRCA1|CGA|CHKA|CYP2C8|CYP2C9|CYP2D6|CYP2E1|CYP4A11|CYP7A1|CYP11A1|CYP19A1|KDSR|GSTM2|GSTM4|HMGCS1|HMGCS2|HPGD|HTR2B|IDI1|IGFBP7|INPP4A|PCK1|PIK3C2A|PIK3CA|PIK3CB|PIK3R1|PI4KB|PIP4K2A|PROX1|PTEN|SC5D|SQLE|TBXAS1|NR1H2|NSMAF|ABCB11|MTMR3|PIGL|PIGB|FIG4|PIGK|PIBF1|SLC27A2|DDX20|SEC14L2|PIGN|PRPF19|ACP6|CYP39A1|ISYNA1|ACSL5|ETNK2|ACER3|VAC14|ACSS2|ELOVL5|ETNPPL|MTMR9|ELOVL6|ADIPOR2|SRD5A3|GAL3ST4|LPCAT1|HSD3B7|SLC44A4|PLA2G12A|SLC45A3|PIGU|MBOAT2|TAMM41|ACSM6|MBOAT1|ACSF3|LIPH|DAGLB|TECRL|SGMS1|PIGW|HSD17B13|MIR30C2|CRPPA|MIR548P,-3.1900536454704067,-6.281036289728486,19_GO:0008152 metabolic process,0.4675131534883322,5.3749356786022595,0,4,0,0,-8.164049370074304,5.09834632476142,
1,0,1,-2.0472102011304143,0.0,-4.183120880932678,GO:0046486,M101,2,0,434,57,1961,27994,2.9066802651708312,GO Biological Processes,19,glycerolipid metabolic process,1.8748757452348446,337|338|1119|1374|1571|2168|2169|3030|3032|3357|3631|3632|5105|5286|5290|5291|5295|5298|5305|5444|5728|6653|7376|8897|9306|9487|9488|9655|9896|10026|23049|23556|51205|51365|54928|55224|55697|57110|64850|66036|79888|80025|80736|81579|114882|122809|128869|129642|132001|145567|154141|200879|221955|284098|285172|407032|100302288,APOA4|APOB|CHKA|CPT1A|CYP2E1|FABP1|FABP2|HADHA|HADHB|HTR2B|INPP4A|INPP5A|PCK1|PIK3C2A|PIK3CA|PIK3CB|PIK3R1|PI4KB|PIP4K2A|PON1|PTEN|SORL1|NR1H2|MTMR3|SOCS6|PIGL|PIGB|SOCS5|FIG4|PIGK|SMG1|PIGN|ACP6|PLA1A|BPNT2|ETNK2|VAC14|PLAAT1|ETNPPL|MTMR9|LPCAT1|PANK2|SLC44A4|PLA2G12A|OSBPL8|SOCS4|PIGU|MBOAT2|TAMM41|TTC7B|MBOAT1|LIPH|DAGLB|PIGW|FAM126B|MIR30C2|MIR548P,-2.617361710925639,-5.445102920409137,19_GO:0008152 metabolic process,0.3793625967097049,5.041421907972373,0,4,0,0,-8.164049370074304,5.09834632476142,
0,1,1,0.0,-2.8263937758093793,-2.808278431732773,GO:0006650,M011,2,0,343,46,1961,27994,2.3457419683834777,GO Biological Processes,19,glycerophospholipid metabolic process,1.9144810688900022,337|1119|3030|3032|3357|3631|3632|5286|5290|5291|5295|5298|5305|5444|5728|7376|8897|9306|9487|9488|9655|9896|10026|23049|23556|51205|51365|54928|55224|55697|57110|64850|66036|79888|80736|81579|114882|122809|128869|129642|132001|145567|154141|200879|284098|285172,APOA4|CHKA|HADHA|HADHB|HTR2B|INPP4A|INPP5A|PIK3C2A|PIK3CA|PIK3CB|PIK3R1|PI4KB|PIP4K2A|PON1|PTEN|NR1H2|MTMR3|SOCS6|PIGL|PIGB|SOCS5|FIG4|PIGK|SMG1|PIGN|ACP6|PLA1A|BPNT2|ETNK2|VAC14|PLAAT1|ETNPPL|MTMR9|LPCAT1|SLC44A4|PLA2G12A|OSBPL8|SOCS4|PIGU|MBOAT2|TAMM41|TTC7B|MBOAT1|LIPH|PIGW|FAM126B,-2.0603374227275575,-4.753380058313599,19_GO:0008152 metabolic process,0.3417802117358061,4.677004287184039,0,4,0,0,-8.164049370074304,5.09834632476142,
0,1,1,0.0,-2.501914130355154,-3.7683638380733493,GO:0030258,M011,2,0,271,38,1961,27994,1.9377868434472207,GO Biological Processes,19,lipid modification,2.001712357766107,37|51|127|337|1374|1558|1571|2168|3030|3032|3632|5286|5290|5291|5295|5298|5305|5728|8647|8897|9306|9655|9896|11001|23049|54928|55862|56898|66036|79602|80724|122809|129642|145567|154141|284541|285172|285440,ACADVL|ACOX1|ADH4|APOA4|CPT1A|CYP2C8|CYP2E1|FABP1|HADHA|HADHB|INPP5A|PIK3C2A|PIK3CA|PIK3CB|PIK3R1|PI4KB|PIP4K2A|PTEN|ABCB11|MTMR3|SOCS6|SOCS5|FIG4|SLC27A2|SMG1|BPNT2|ECHDC1|BDH2|MTMR9|ADIPOR2|ACAD10|SOCS4|MBOAT2|TTC7B|MBOAT1|CYP4A22|FAM126B|CYP4V2,-1.8639302973827894,-4.462498325398017,19_GO:0008152 metabolic process,0.31128991431911196,4.547879762409411,0,4,0,0,-8.164049370074304,5.09834632476142,
0,1,1,0.0,-2.9087073827200225,-2.4959243785605776,GO:0006644,M011,2,0,456,55,1961,27994,2.804691483936767,GO Biological Processes,19,phospholipid metabolic process,1.721809943011532,337|1119|3030|3032|3157|3158|3357|3422|3631|3632|5286|5290|5291|5295|5298|5305|5444|5728|7376|8897|9306|9487|9488|9655|9896|10026|23049|23556|27329|51205|51365|51477|54928|55224|55697|57110|64850|66036|79644|79888|80736|81579|114882|122809|128869|129642|132001|145567|154141|200879|259230|284098|285172|391013|407032,APOA4|CHKA|HADHA|HADHB|HMGCS1|HMGCS2|HTR2B|IDI1|INPP4A|INPP5A|PIK3C2A|PIK3CA|PIK3CB|PIK3R1|PI4KB|PIP4K2A|PON1|PTEN|NR1H2|MTMR3|SOCS6|PIGL|PIGB|SOCS5|FIG4|PIGK|SMG1|PIGN|ANGPTL3|ACP6|PLA1A|ISYNA1|BPNT2|ETNK2|VAC14|PLAAT1|ETNPPL|MTMR9|SRD5A3|LPCAT1|SLC44A4|PLA2G12A|OSBPL8|SOCS4|PIGU|MBOAT2|TAMM41|TTC7B|MBOAT1|LIPH|SGMS1|PIGW|FAM126B|PLA2G2C|MIR30C2,-1.722046998140635,-4.223651893503841,19_GO:0008152 metabolic process,0.3728433508049653,4.265210733746967,0,4,0,0,-8.164049370074304,5.09834632476142,
0,1,1,0.0,-2.140016893174947,-2.5604801536564414,GO:0008654,M011,2,0,271,37,1961,27994,1.8867924528301887,GO Biological Processes,19,phospholipid biosynthetic process,1.9490357167722618,1119|3157|3158|3357|3422|3631|5286|5290|5291|5295|5298|5305|5728|8897|9487|9488|9896|10026|23556|51205|51477|55224|55697|64850|66036|79644|79888|80736|81579|128869|129642|132001|154141|200879|259230|284098|407032,CHKA|HMGCS1|HMGCS2|HTR2B|IDI1|INPP4A|PIK3C2A|PIK3CA|PIK3CB|PIK3R1|PI4KB|PIP4K2A|PTEN|MTMR3|PIGL|PIGB|FIG4|PIGK|PIGN|ACP6|ISYNA1|ETNK2|VAC14|ETNPPL|MTMR9|SRD5A3|LPCAT1|SLC44A4|PLA2G12A|PIGU|MBOAT2|TAMM41|MBOAT1|LIPH|SGMS1|PIGW|MIR30C2,-1.6766647354870465,-4.114434865969782,19_GO:0008152 metabolic process,0.30724654320023953,4.308722256095058,0,4,0,0,-8.164049370074304,5.09834632476142,
0,1,1,0.0,-2.8907088788853414,-2.6112900432101602,GO:0046488,M011,2,0,185,28,1961,27994,1.4278429372768995,GO Biological Processes,19,phosphatidylinositol metabolic process,2.1605964965475417,3357|3631|3632|5286|5290|5291|5295|5298|5305|5728|8897|9306|9487|9488|9655|9896|10026|23049|23556|54928|55697|66036|81579|122809|128869|145567|284098|285172,HTR2B|INPP4A|INPP5A|PIK3C2A|PIK3CA|PIK3CB|PIK3R1|PI4KB|PIP4K2A|PTEN|MTMR3|SOCS6|PIGL|PIGB|SOCS5|FIG4|PIGK|SMG1|PIGN|BPNT2|VAC14|MTMR9|PLA2G12A|SOCS4|PIGU|TTC7B|PIGW|FAM126B,-1.6113210943391318,-4.024828809268167,19_GO:0008152 metabolic process,0.2679036016227608,4.346861902605141,0,4,0,0,-8.164049370074304,5.09834632476142,
0,0,1,0.0,0.0,-2.091621148363933,R-HSA-1483257,M001,1,0,212,29,1961,27994,1.4788373278939317,Reactome Gene Sets,6,Phospholipid metabolism,1.9527628375972983,590|1119|3030|3032|3631|5286|5290|5291|5295|5298|5305|5728|8897|9896|51205|51365|55224|55697|57110|64850|66036|79888|80736|81579|81846|114882|129642|154141|200879,BCHE|CHKA|HADHA|HADHB|INPP4A|PIK3C2A|PIK3CA|PIK3CB|PIK3R1|PI4KB|PIP4K2A|PTEN|MTMR3|FIG4|ACP6|PLA1A|ETNK2|VAC14|PLAAT1|ETNPPL|MTMR9|LPCAT1|SLC44A4|PLA2G12A|SBF2|OSBPL8|MBOAT2|MBOAT1|LIPH,-1.2088600673547991,-3.376138269423015,,0.2725750933467952,3.8218390705688723,0,4,0,0,-8.164049370074304,5.09834632476142,
0,1,1,0.0,-2.0688019785766687,-2.3542924353773715,GO:0006661,M011,2,0,118,19,1961,27994,0.9688934217236104,GO Biological Processes,19,phosphatidylinositol biosynthetic process,2.29857647862125,3357|3631|5286|5290|5291|5295|5298|5305|5728|8897|9487|9488|9896|10026|23556|55697|66036|128869|284098,HTR2B|INPP4A|PIK3C2A|PIK3CA|PIK3CB|PIK3R1|PI4KB|PIP4K2A|PTEN|MTMR3|PIGL|PIGB|FIG4|PIGK|PIGN|VAC14|MTMR9|PIGU|PIGW,-1.1359808513307406,-3.2623463547982494,19_GO:0008152 metabolic process,0.22119994913205412,3.8796693835000786,0,4,0,0,-8.164049370074304,5.09834632476142,
0,0,1,0.0,0.0,-2.786844294048871,hsa04070,M001,1,0,103,17,1961,27994,0.8669046404895462,KEGG Pathway,24,Phosphatidylinositol signaling system,2.3561289811518793,3631|3632|3708|3709|3710|5286|5290|5291|5295|5298|5305|5578|5579|5728|8897|54928|66036,INPP4A|INPP5A|ITPR1|ITPR2|ITPR3|PIK3C2A|PIK3CA|PIK3CB|PIK3R1|PI4KB|PIP4K2A|PRKCA|PRKCB|PTEN|MTMR3|BPNT2|MTMR9,-1.0639070128367527,-3.1048107927515143,,0.20934191877470093,3.784329789064086,0,4,0,0,-8.164049370074304,5.09834632476142,
0,0,1,0.0,0.0,-2.4279644334240866,ko04070,M001,1,0,97,16,1961,27994,0.815910249872514,KEGG Pathway,24,Phosphatidylinositol signaling system,2.3547001582403255,3631|3632|3708|3709|3710|5286|5290|5291|5295|5298|5305|5578|5579|5728|8897|54928,INPP4A|INPP5A|ITPR1|ITPR2|ITPR3|PIK3C2A|PIK3CA|PIK3CB|PIK3R1|PI4KB|PIP4K2A|PRKCA|PRKCB|PTEN|MTMR3|BPNT2,-0.97835583446795,-2.9532828688500357,,0.2031437212156817,3.668189025186526,0,4,0,0,-8.164049370074304,5.09834632476142,
0,1,0,0.0,-2.1320617600708025,0.0,GO:0036092,M010,1,0,14,5,1961,27994,0.25497195308516063,GO Biological Processes,19,phosphatidylinositol-3-phosphate biosynthetic process,5.09834632476142,3631|5286|5290|5291|9896,INPP4A|PIK3C2A|PIK3CA|PIK3CB|FIG4,-0.8224746707765165,-2.706331822238946,19_GO:0008152 metabolic process,0.11388146277297546,4.209691083585564,0,4,0,0,-8.164049370074304,5.09834632476142,
0,0,1,0.0,0.0,-2.5151518558774204,hsa00562,M001,1,0,77,13,1961,27994,0.6629270780214176,KEGG Pathway,24,Inositol phosphate metabolism,2.41012735352358,3631|3632|5286|5290|5291|5298|5305|5728|8897|9896|51477|54928|66036,INPP4A|INPP5A|PIK3C2A|PIK3CA|PIK3CB|PI4KB|PIP4K2A|PTEN|MTMR3|FIG4|ISYNA1|BPNT2|MTMR9,-0.7796869867565697,-2.595394626767959,,0.18325243829325194,3.400718908072887,0,4,0,0,-8.164049370074304,5.09834632476142,
0,1,0,0.0,-2.3321816357669376,0.0,R-HSA-1660499,M010,1,0,53,10,1961,27994,0.5099439061703213,Reactome Gene Sets,6,Synthesis of PIPs at the plasma membrane,2.6934659828928256,3631|5286|5290|5291|5295|5305|5728|8897|66036|81846,INPP4A|PIK3C2A|PIK3CA|PIK3CB|PIK3R1|PIP4K2A|PTEN|MTMR3|MTMR9|SBF2,-0.6982751867906678,-2.471658733951573,,0.16084673297653843,3.3868413164406985,0,4,0,0,-8.164049370074304,5.09834632476142,
1,1,1,-2.8315027488227127,-3.263586707256326,-4.628200501327417,GO:0019216,M111,3,0,431,64,1961,27994,3.263640999490056,GO Biological Processes,19,regulation of lipid metabolic process,2.1197764765597364,31|37|51|123|337|338|634|672|1081|1374|1579|1581|2168|2330|3157|3158|3248|3357|3398|3422|3490|5105|5163|5244|5295|5525|5629|5934|6095|6256|6309|6653|6713|6777|7376|8439|8647|8648|8897|9306|9390|9655|10464|11218|23541|25942|27063|27329|29103|54704|60481|66036|79071|79602|79888|80025|80205|85414|122809|158219|221955|345275|407032|100302288,ACACA|ACADVL|ACOX1|PLIN2|APOA4|APOB|CEACAM1|BRCA1|CGA|CPT1A|CYP4A11|CYP7A1|FABP1|FMO5|HMGCS1|HMGCS2|HPGD|HTR2B|ID2|IDI1|IGFBP7|PCK1|PDK1|ABCB4|PIK3R1|PPP2R5A|PROX1|RBL2|RORA|RXRA|SC5D|SORL1|SQLE|STAT5B|NR1H2|NSMAF|ABCB11|NCOA1|MTMR3|SOCS6|SLC22A13|SOCS5|PIBF1|DDX20|SEC14L2|SIN3A|ANKRD1|ANGPTL3|DNAJC15|PDP1|ELOVL5|MTMR9|ELOVL6|ADIPOR2|LPCAT1|PANK2|CHD9|SLC45A3|SOCS4|TTC39B|DAGLB|HSD17B13|MIR30C2|MIR548P,-4.505348836917958,-8.006505946265086,19_GO:0050789 regulation of biological process,0.40124280881332,6.429958089032676,0,5,1,1,-8.006505946265086,3.4109490563049065,
0,1,1,0.0,-5.118248759024396,-2.6344988466103882,GO:0008202,M011,2,0,332,48,1961,27994,2.4477307496175422,GO Biological Processes,19,steroid metabolic process,2.0639088736383577,31|37|337|338|1081|1555|1558|1559|1565|1571|1581|1583|1588|2330|3157|3158|3422|3490|4504|5205|5444|5629|6095|6256|6309|6713|6777|7364|7366|7367|8542|8647|10720|10901|11001|11218|23541|27329|51302|54490|79071|79644|80025|80270|158219|285440|407032|100302288,ACACA|ACADVL|APOA4|APOB|CGA|CYP2B6|CYP2C8|CYP2C9|CYP2D6|CYP2E1|CYP7A1|CYP11A1|CYP19A1|FMO5|HMGCS1|HMGCS2|IDI1|IGFBP7|MT3|ATP8B1|PON1|PROX1|RORA|RXRA|SC5D|SQLE|STAT5B|UGT2B7|UGT2B15|UGT2B17|APOL1|ABCB11|UGT2B11|DHRS4|SLC27A2|DDX20|SEC14L2|ANGPTL3|CYP39A1|UGT2B28|ELOVL6|SRD5A3|PANK2|HSD3B7|TTC39B|CYP4V2|MIR30C2|MIR548P,-2.8142213037667547,-5.838257158394221,19_GO:0008152 metabolic process,0.3489488032384634,5.352209373125787,0,5,0,0,-8.006505946265086,3.4109490563049065,
0,1,1,0.0,-2.887132498925483,-2.438973642593017,GO:1901615,M011,2,0,556,68,1961,27994,3.4676185619581847,GO Biological Processes,19,organic hydroxy compound metabolic process,1.7459085256017524,31|37|124|125|126|127|216|221|314|337|338|1081|1119|1558|1559|1565|1571|1579|1581|1583|1588|2330|3157|3158|3422|3479|3631|3632|3939|4504|5028|5053|5105|5205|5444|5629|5728|6256|6309|6567|6713|7157|7274|8542|8647|10901|11001|23541|27163|27329|29968|51302|51477|54928|55331|55902|79071|79644|80025|80270|158219|285440|339761|340595|405753|407032|100289017|100302288,ACACA|ACADVL|ADH1A|ADH1B|ADH1C|ADH4|ALDH1A1|ALDH3B1|AOC2|APOA4|APOB|CGA|CHKA|CYP2C8|CYP2C9|CYP2D6|CYP2E1|CYP4A11|CYP7A1|CYP11A1|CYP19A1|FMO5|HMGCS1|HMGCS2|IDI1|IGF1|INPP4A|INPP5A|LDHA|MT3|P2RY1|PAH|PCK1|ATP8B1|PON1|PROX1|PTEN|RXRA|SC5D|SLC16A2|SQLE|TP53|TTPA|APOL1|ABCB11|DHRS4|SLC27A2|SEC14L2|NAAA|ANGPTL3|PSAT1|CYP39A1|ISYNA1|BPNT2|ACER3|ACSS2|ELOVL6|SRD5A3|PANK2|HSD3B7|TTC39B|CYP4V2|CYP27C1|RTL4|DUOXA2|MIR30C2|MOXD2P|MIR548P,-2.4556375650788977,-5.270413797398028,19_GO:0008152 metabolic process,0.41315534236201656,4.875825459334708,0,5,0,0,-8.006505946265086,3.4109490563049065,
0,1,1,0.0,-3.273088040057083,-2.0412808899660724,GO:0019218,M011,2,0,131,23,1961,27994,1.1728709841917389,GO Biological Processes,19,regulation of steroid metabolic process,2.5063626207224075,31|37|337|338|1081|1581|2330|3157|3422|3490|5629|6095|6309|6713|6777|8647|11218|23541|79071|80025|158219|407032|100302288,ACACA|ACADVL|APOA4|APOB|CGA|CYP7A1|FMO5|HMGCS1|IDI1|IGFBP7|PROX1|RORA|SC5D|SQLE|STAT5B|ABCB11|DDX20|SEC14L2|ELOVL6|PANK2|TTC39B|MIR30C2|MIR548P,-1.8323925554064358,-4.415889357126735,19_GO:0050789 regulation of biological process,0.2431220862841781,4.742994821928681,0,5,0,0,-8.006505946265086,3.4109490563049065,
0,0,1,0.0,0.0,-2.773261072545244,GO:0062012,M001,1,0,481,58,1961,27994,2.9576746557878635,GO Biological Processes,19,regulation of small molecule metabolic process,1.7213543516450196,31|37|337|338|493|634|672|1374|1581|2168|2330|2648|2980|3157|3248|3422|3479|4200|4946|5028|5163|5207|5230|5232|5629|5700|5705|5708|5771|6095|6309|6713|7157|7376|8647|8850|9390|9852|9972|10464|10762|11182|23541|29103|51341|51582|54704|60481|79023|79071|79602|79660|80025|84912|85414|158219|407032|100302288,ACACA|ACADVL|APOA4|APOB|ATP2B4|CEACAM1|BRCA1|CPT1A|CYP7A1|FABP1|FMO5|KAT2A|GUCA2A|HMGCS1|HPGD|IDI1|IGF1|ME2|OAZ1|P2RY1|PDK1|PFKFB1|PGK1|PGK2|PROX1|PSMC1|PSMC5|PSMD2|PTPN2|RORA|SC5D|SQLE|TP53|NR1H2|ABCB11|KAT2B|SLC22A13|EPM2AIP1|NUP153|PIBF1|NUP50|SLC2A6|SEC14L2|DNAJC15|ZBTB7A|AZIN1|PDP1|ELOVL5|NUP37|ELOVL6|ADIPOR2|PPP1R3B|PANK2|SLC35B4|SLC45A3|TTC39B|MIR30C2|MIR548P,-1.8323925554064358,-4.415219711204884,19_GO:0050789 regulation of biological process,0.38257536425744165,4.379793451260977,0,5,0,0,-8.006505946265086,3.4109490563049065,
0,1,0,0.0,-2.9891851249281873,0.0,GO:0006066,M010,1,0,379,48,1961,27994,2.4477307496175422,GO Biological Processes,19,alcohol metabolic process,1.8079623906277964,31|37|124|125|126|127|216|221|337|338|1119|1558|1559|1565|1581|1583|2330|3157|3158|3422|3479|3631|3632|4504|5028|5105|5444|5728|6256|6309|6713|8542|10901|23541|27163|27329|51302|51477|54928|55331|55902|79071|79644|158219|339761|407032|100289017|100302288,ACACA|ACADVL|ADH1A|ADH1B|ADH1C|ADH4|ALDH1A1|ALDH3B1|APOA4|APOB|CHKA|CYP2C8|CYP2C9|CYP2D6|CYP7A1|CYP11A1|FMO5|HMGCS1|HMGCS2|IDI1|IGF1|INPP4A|INPP5A|MT3|P2RY1|PCK1|PON1|PTEN|RXRA|SC5D|SQLE|APOL1|DHRS4|SEC14L2|NAAA|ANGPTL3|CYP39A1|ISYNA1|BPNT2|ACER3|ACSS2|ELOVL6|SRD5A3|TTC39B|CYP27C1|MIR30C2|MOXD2P|MIR548P,-1.751449634290702,-4.285945919618264,19_GO:0008152 metabolic process,0.3489488032384634,4.346499524486644,0,5,0,0,-8.006505946265086,3.4109490563049065,
0,1,1,0.0,-2.7645633317171106,-2.5028799489138156,GO:0016125,M011,2,0,170,27,1961,27994,1.3768485466598674,GO Biological Processes,19,sterol metabolic process,2.2672646008939017,31|37|337|338|1559|1565|1581|1583|1588|2330|3157|3158|3422|4504|5444|6256|6309|6713|8542|23541|27329|51302|79071|158219|285440|407032|100302288,ACACA|ACADVL|APOA4|APOB|CYP2C9|CYP2D6|CYP7A1|CYP11A1|CYP19A1|FMO5|HMGCS1|HMGCS2|IDI1|MT3|PON1|RXRA|SC5D|SQLE|APOL1|SEC14L2|ANGPTL3|CYP39A1|ELOVL6|TTC39B|CYP4V2|MIR30C2|MIR548P,-1.7467777106598426,-4.268312327893286,19_GO:0008152 metabolic process,0.2631441541573435,4.548659120805274,0,5,0,0,-8.006505946265086,3.4109490563049065,
0,1,1,0.0,-2.66204308718159,-2.4172948836269166,GO:0008203,M011,2,0,154,25,1961,27994,1.2748597654258031,GO Biological Processes,19,cholesterol metabolic process,2.317430147618827,31|37|337|338|1559|1565|1581|1583|2330|3157|3158|3422|4504|5444|6256|6309|6713|8542|23541|27329|51302|79071|158219|407032|100302288,ACACA|ACADVL|APOA4|APOB|CYP2C9|CYP2D6|CYP7A1|CYP11A1|FMO5|HMGCS1|HMGCS2|IDI1|MT3|PON1|RXRA|SC5D|SQLE|APOL1|SEC14L2|ANGPTL3|CYP39A1|ELOVL6|TTC39B|MIR30C2|MIR548P,-1.682112901269286,-4.157327389882489,19_GO:0008152 metabolic process,0.25334147240941324,4.499401534885582,0,5,0,0,-8.006505946265086,3.4109490563049065,
0,1,1,0.0,-2.592404315155321,-2.350119170249284,GO:1902652,M011,2,0,157,25,1961,27994,1.2748597654258031,GO Biological Processes,19,secondary alcohol metabolic process,2.273148042887257,31|37|337|338|1559|1565|1581|1583|2330|3157|3158|3422|4504|5444|6256|6309|6713|8542|23541|27329|51302|79071|158219|407032|100302288,ACACA|ACADVL|APOA4|APOB|CYP2C9|CYP2D6|CYP7A1|CYP11A1|FMO5|HMGCS1|HMGCS2|IDI1|MT3|PON1|RXRA|SC5D|SQLE|APOL1|SEC14L2|ANGPTL3|CYP39A1|ELOVL6|TTC39B|MIR30C2|MIR548P,-1.6113210943391318,-4.018056991081899,19_GO:0008152 metabolic process,0.25334147240941324,4.390550006803906,0,5,0,0,-8.006505946265086,3.4109490563049065,
0,1,0,0.0,-2.4776093808252493,0.0,GO:0090181,M010,1,0,66,14,1961,27994,0.7139214686384497,GO Biological Processes,19,regulation of cholesterol metabolic process,3.0281087262219337,31|37|338|1581|2330|3157|3422|6309|6713|23541|79071|158219|407032|100302288,ACACA|ACADVL|APOB|CYP7A1|FMO5|HMGCS1|IDI1|SC5D|SQLE|SEC14L2|ELOVL6|TTC39B|MIR30C2|MIR548P,-1.4685973771091456,-3.7978191871717506,19_GO:0050789 regulation of biological process,0.19012122464740466,4.52735649515585,0,5,0,0,-8.006505946265086,3.4109490563049065,
1,1,0,-3.0002020062968495,-2.043790381965434,0.0,GO:0046890,M110,2,0,207,29,1961,27994,1.4788373278939317,GO Biological Processes,19,regulation of lipid biosynthetic process,1.9999310220803248,31|37|337|338|634|672|1081|1581|3157|3357|3422|3490|5105|5629|6309|6713|7376|8439|10464|11218|23541|60481|79071|79602|79888|85414|345275|407032|100302288,ACACA|ACADVL|APOA4|APOB|CEACAM1|BRCA1|CGA|CYP7A1|HMGCS1|HTR2B|IDI1|IGFBP7|PCK1|PROX1|SC5D|SQLE|NR1H2|NSMAF|PIBF1|DDX20|SEC14L2|ELOVL5|ELOVL6|ADIPOR2|LPCAT1|SLC45A3|HSD17B13|MIR30C2|MIR548P,-1.3135792486577276,-3.551405091910388,19_GO:0050789 regulation of biological process,0.2725750933467952,3.963106964717702,0,5,0,0,-8.006505946265086,3.4109490563049065,
0,1,0,0.0,-2.416015007409481,0.0,GO:0045540,M010,1,0,51,11,1961,27994,0.5609382967873534,GO Biological Processes,19,regulation of cholesterol biosynthetic process,3.0790013098559164,31|338|1581|3157|3422|6309|6713|23541|79071|407032|100302288,ACACA|APOB|CYP7A1|HMGCS1|IDI1|SC5D|SQLE|SEC14L2|ELOVL6|MIR30C2|MIR548P,-1.0945974982326423,-3.1690110410575287,19_GO:0050789 regulation of biological process,0.1686542376115127,4.078540181927671,0,5,0,0,-8.006505946265086,3.4109490563049065,
0,1,0,0.0,-2.416015007409481,0.0,GO:0106118,M010,1,0,51,11,1961,27994,0.5609382967873534,GO Biological Processes,19,regulation of sterol biosynthetic process,3.0790013098559164,31|338|1581|3157|3422|6309|6713|23541|79071|407032|100302288,ACACA|APOB|CYP7A1|HMGCS1|IDI1|SC5D|SQLE|SEC14L2|ELOVL6|MIR30C2|MIR548P,-1.0945974982326423,-3.1690110410575287,19_GO:0050789 regulation of biological process,0.1686542376115127,4.078540181927671,0,5,0,0,-8.006505946265086,3.4109490563049065,
0,1,0,0.0,-3.1474264448438682,0.0,GO:0050810,M010,1,0,99,10,829,27994,1.2062726176115801,GO Biological Processes,19,regulation of steroid biosynthetic process,3.4109490563049065,1081|1581|3157|3422|3490|5629|6309|11218|23541|79071,CGA|CYP7A1|HMGCS1|IDI1|IGFBP7|PROX1|SC5D|DDX20|SEC14L2|ELOVL6,-1.1254537507801754,-3.1474264448438682,19_GO:0050789 regulation of biological process,0.37914920967929294,4.197972418540263,0,5,0,0,-8.006505946265086,3.4109490563049065,
0,1,0,0.0,-2.111696874836006,0.0,R-HSA-2426168,M010,1,0,42,9,1961,27994,0.4589495155532891,Reactome Gene Sets,6,Activation of gene expression by SREBF (SREBP),3.0590077948568513,31|3157|3422|6256|6309|6713|8648|79071|80205,ACACA|HMGCS1|IDI1|RXRA|SC5D|SQLE|NCOA1|ELOVL6|CHD9,-0.8070605329828201,-2.6675942558626256,,0.15263171036660483,3.665030573420154,0,5,0,0,-8.006505946265086,3.4109490563049065,
0,1,0,0.0,-2.1391060704187317,0.0,GO:0006695,M010,1,0,76,13,1961,27994,0.6629270780214176,GO Biological Processes,19,cholesterol biosynthetic process,2.441839555543627,31|337|338|1581|3157|3158|3422|6309|6713|23541|79071|407032|100302288,ACACA|APOA4|APOB|CYP7A1|HMGCS1|HMGCS2|IDI1|SC5D|SQLE|SEC14L2|ELOVL6|MIR30C2|MIR548P,-0.8011042260256338,-2.647497649867292,19_GO:0008152 metabolic process,0.18325243829325194,3.454482446573316,0,5,0,0,-8.006505946265086,3.4109490563049065,
